class_name_1,class_name_2,image_1,image_2,phash_distance,pixel_mae,pixel_correlation,confirmed
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/d17a8519-e2c2-4589-afdb-592063af49cf___JR_HL 8369.JPG",train/Soybean___healthy/6f771b51-7c51-4d59-aeb9-153d04389540___RS_HL 6693.JPG,4,0.14356547594070435,0.6413386021168808,False
Blueberry___healthy,Soybean___healthy,train/Blueberry___healthy/aa57ac16-a2f7-4439-b5f6-66ae641d4bf8___RS_HL 5309.JPG,train/Soybean___healthy/70739c0f-e185-473b-a3b4-4ab60090d4c8___RS_HL 2807.JPG,4,0.14998823404312134,0.8504719320916244,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/2acf2191-96db-4afa-bcdf-77590e0b7428___Mary_HL 6233.JPG,train/Soybean___healthy/72234468-dde7-4035-a55c-da6857c4101d___RS_HL 4031.JPG,4,0.07621825486421585,0.8221387853697715,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/4f975b18-03dc-444d-a1fd-67a4fe0143a6___JR_HL 5944.JPG",train/Soybean___healthy/7519e469-b740-446e-8eb5-0085ea2e86de___RS_HL 5715 1.JPG,4,0.08922745287418365,0.7837870942283889,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/8c1abb7e-703e-4c23-9e3e-d2893b8abe3a___JR_HL 4048.JPG,train/Soybean___healthy/75ceae51-b2fe-49ba-b396-6bcf86800922___RS_HL 4943.JPG,4,0.17024457454681396,0.736354889278808,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/4fd2b622-36f6-454c-ba76-d5e89a2280d1___CREC_HLB 4277.JPG,train/Soybean___healthy/7b1f775e-3da9-46e2-b5d7-8c54a94df2c0___RS_HL 5580.JPG,4,0.18404948711395264,0.7368141233007991,False
Potato___healthy,Soybean___healthy,train/Potato___healthy/468d3107-f09a-4f0d-8b9d-f08d7c49738f___RS_HL 1747.JPG,train/Soybean___healthy/7ca2e5e5-92d1-4692-a9d7-924a3791ed61___RS_HL 3452.JPG,4,0.10166150331497192,0.7366077650306851,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/4f975b18-03dc-444d-a1fd-67a4fe0143a6___JR_HL 5944.JPG",train/Soybean___healthy/7f11ac3f-4fe3-48d8-ac29-dd5fee73967b___RS_HL 6168.JPG,4,0.15432779490947723,0.6311346741163163,False
"Pepper,_bell___Bacterial_spot",Soybean___healthy,"train/Pepper,_bell___Bacterial_spot/c869760f-5c94-4282-9e1b-a7b0f36455e4___JR_B.Spot 8929.JPG",train/Soybean___healthy/80cc4b80-0c34-4ea5-a4c4-1064cfbb47ea___RS_HL 3530.JPG,4,0.13486745953559875,0.7818080609407003,False
Blueberry___healthy,Soybean___healthy,train/Blueberry___healthy/aa57ac16-a2f7-4439-b5f6-66ae641d4bf8___RS_HL 5309.JPG,train/Soybean___healthy/82887587-9fbc-441e-a5bd-c8e2da3099d6___RS_HL 4965.JPG,4,0.16393400728702545,0.8440392188547198,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/fe1c1683-06cc-49c5-b86a-a41fb36f058b___Mary_HL 6249.JPG,train/Soybean___healthy/8807e5ea-3854-4f19-bfa3-99b83f0d7a0f___RS_HL 5035.JPG,4,0.12606266140937805,0.7820925237859626,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/3368e77a-9245-4e4f-89ee-41968b060e56___Mary_HL 6251.JPG,train/Soybean___healthy/881f9aa0-f506-447a-b13d-de55d06d042e___RS_HL 4749.JPG,4,0.10801377147436142,0.790995186269389,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/2acf2191-96db-4afa-bcdf-77590e0b7428___Mary_HL 6233.JPG,train/Soybean___healthy/888e439a-f383-4b9f-9e4c-4e5ce9f54283___RS_HL 3609.JPG,4,0.09703370928764343,0.836823784167275,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/733631a5-c883-4e9f-946f-950edc90477a___Mary_HL 6284.JPG,train/Soybean___healthy/8c01ceab-28ce-4b5c-bb2e-c779217d525f___RS_HL 3688.JPG,4,0.18284951150417328,0.7696430451625765,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/05f26de9-3f26-44f8-9ad4-cd83952399b3___Mary_HL 9140.JPG,train/Soybean___healthy/900ec55b-b4cf-4783-b1cd-0a0c301daccd___RS_HL 2877.JPG,4,0.13284511864185333,0.7367903353108367,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/ec8bc198-28c5-4664-a104-ba229ba93233___JR_HL 5996.JPG",train/Soybean___healthy/9181a07b-a2a1-4425-83aa-a5cd8c4ab130___RS_HL 4196.JPG,4,0.09236494451761246,0.7834286629495774,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/599c43e6-e742-4bc6-92a1-a1ebe4fa820a___Mary_HL 9158.JPG,train/Soybean___healthy/935369be-b082-4836-ba97-81f5f8e274b9___RS_HL 4247.JPG,4,0.09776092320680618,0.8557760151843931,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/dbea92a9-9473-4cb1-b181-341789de0681___RS_HL 5708.JPG,train/Soybean___healthy/9517b201-9852-4456-a2af-ad45944d45cf___RS_HL 3777.JPG,4,0.22298870980739594,0.7350818146481009,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/94e0ea4c-cf92-4794-bf54-de0ef491065d___CREC_HLB 7200.JPG,train/Soybean___healthy/95d81449-9f6f-46c9-a613-974385857d07___RS_HL 6344.JPG,4,0.14480245113372803,0.6156649595054571,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/8dd015bb-bceb-41f6-9b6e-40d66cb8ad4e___Mary_HL 6329.JPG,train/Soybean___healthy/9732b287-2175-4eb0-ba41-1c3d9b6c8891___RS_HL 4692.JPG,4,0.09585800766944885,0.8187059277969664,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/34e05c4f-6742-442e-884e-ef3191eb923b___JR_HL 4049.JPG,train/Soybean___healthy/97d5eac5-a52b-4918-a31d-a0e1371780f4___RS_HL 4488.JPG,4,0.1919713169336319,0.7117857927088765,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/d17a8519-e2c2-4589-afdb-592063af49cf___JR_HL 8369.JPG",train/Soybean___healthy/9945bbac-128b-4fbe-86c1-046c123b5e6d___RS_HL 6917.JPG,4,0.14223672449588776,0.6387813295604725,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/3368e77a-9245-4e4f-89ee-41968b060e56___Mary_HL 6251.JPG,train/Soybean___healthy/9d658393-93ae-4a80-9bb7-13d77fdf6061___RS_HL 3519.JPG,4,0.10873360186815262,0.8008581508172116,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/020e14fb-6016-4d7f-b489-445e0021b58e___Mary_HL 6324.JPG,train/Soybean___healthy/9e1987ae-31e9-4e8e-bdcb-0f4dab1f4b92___RS_HL 5513.JPG,4,0.1127445250749588,0.8263270458873433,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/64515548-7446-4e85-b562-ec1f01acab15___JR_HL 5967.JPG",train/Soybean___healthy/9ec816bb-0a0f-442c-ba33-563a26e1568f___RS_HL 4008.JPG,4,0.08687761425971985,0.7311396122107477,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/59022c11-f4f9-425c-a5c4-3b00407a4d4b___JR_HL 4304.JPG,train/Soybean___healthy/a16bd409-975f-4c72-96df-d008778c5311___RS_HL 6104.JPG,4,0.1077292412519455,0.71735161763759,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/50afaeb0-372d-4b4f-a0e7-3a792bfdf2d8___Mary_HL 9203.JPG,train/Soybean___healthy/a27454bc-c7da-49ab-83cd-60541320fcc3___RS_HL 4418.JPG,4,0.10077075660228729,0.7742486421811335,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/9711cd2a-25f1-4e08-bb70-b5443d2ed94e___JR_HL 9432.JPG,train/Soybean___healthy/a7711242-c374-4156-a8ba-d1ad73d38f8e___RS_HL 3713.JPG,4,0.1387355625629425,0.7397884296601666,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/ea6eb22e-337b-4f6e-b18f-6e5633e97571___JR_HL 9741.JPG,train/Soybean___healthy/a7711242-c374-4156-a8ba-d1ad73d38f8e___RS_HL 3713.JPG,4,0.11392718553543091,0.7684262136456326,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/0b4118d9-903b-4883-a8e2-d802d524e1d6___CREC_HLB 4350.JPG,train/Soybean___healthy/a821e906-0e8f-459e-bcbc-321ff0c21f3d___RS_HL 6490.JPG,4,0.1674557328224182,0.710600992187498,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/9e17a7df-6284-467f-b223-33b0d06d0a81___JR_HL 5973.JPG",train/Soybean___healthy/ab50f101-c720-4870-b65f-2acc76e400e9___RS_HL 4295.JPG,4,0.13491356372833252,0.798356571400393,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/b49270a7-3369-4dd5-ad39-898c3c7adf9e___JR_HL 7676.JPG",train/Soybean___healthy/afa5ace9-4b20-4250-83f0-2b2a8bc8d2a8___RS_HL 4230.JPG,4,0.0960700586438179,0.7395047618269698,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/8c1abb7e-703e-4c23-9e3e-d2893b8abe3a___JR_HL 4048.JPG,train/Soybean___healthy/b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,4,0.08427557349205017,0.8077724890747341,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/dc8ada8f-338c-4428-8878-b3d91f038374___JR_HL 9545.JPG,train/Soybean___healthy/b8301cf6-7405-40ea-9899-42bb8a3a4a91___RS_HL 3901.JPG,4,0.08928575366735458,0.8362038795470143,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/3368e77a-9245-4e4f-89ee-41968b060e56___Mary_HL 6251.JPG,train/Soybean___healthy/b84d5fcc-188e-4b73-b8a5-262600c5c944___RS_HL 3410.JPG,4,0.09732689708471298,0.7572725621029622,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/537a12f3-7157-461c-8e15-631bc74e3b3a___JR_HL 5810.JPG",train/Soybean___healthy/b92ff029-51a7-4a2f-8dce-708b5c7f5f95___RS_HL 5072.JPG,4,0.0944274291396141,0.7870223249731197,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/599c43e6-e742-4bc6-92a1-a1ebe4fa820a___Mary_HL 9158.JPG,train/Soybean___healthy/bb171f67-77ec-4025-9ff3-ea5b66be396b___RS_HL 6945.JPG,4,0.09786064177751541,0.7556761254996547,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/b68238fa-2e01-43b2-bf8c-0e9d38848b02___RS_HL 6289.JPG,train/Soybean___healthy/bb5bca01-7a42-475f-bf7c-f06d6a6a7d7b___RS_HL 3516.JPG,4,0.26753005385398865,0.7301468256242168,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/23fc286e-0880-4f15-bb78-188e4717eb70___CREC_HLB 7934.JPG,train/Soybean___healthy/bd6b281b-11a7-4a04-91b8-aecf20b07fb9___RS_HL 7362.JPG,4,0.2262602597475052,0.6562617980066459,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/a8bea1f3-eff7-4819-b0a8-72259d864518___Mary_HL 6376.JPG,train/Soybean___healthy/bd99e361-f8fe-4fdd-b07d-8e17a501f710___RS_HL 3510.JPG,4,0.1373058259487152,0.7531132952700305,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/17e50337-1fc7-413d-a9e5-2825b1b8e7bb___Mary_HL 6390.JPG,train/Soybean___healthy/bee17ace-696f-42e9-9f59-b16b13d2e537___RS_HL 3096.JPG,4,0.20322132110595703,0.6977217040542679,False
"Pepper,_bell___Bacterial_spot",Soybean___healthy,"train/Pepper,_bell___Bacterial_spot/f409b53e-61e7-4aa5-8a6c-ae0f1c828099___JR_B.Spot 8955.JPG",train/Soybean___healthy/c0568643-8540-477d-82d1-e17df5c404b2___RS_HL 5766 1.JPG,4,0.09330561757087708,0.7630608607296089,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/269865f0-68b7-4046-8076-22e347b36567___RS_HL 6256.JPG,train/Soybean___healthy/c072aed5-b91b-4d4d-a7b4-9ae81591ef08___RS_HL 4493.JPG,4,0.17850440740585327,0.7700679712493965,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/2f070e21-3a24-435f-9122-10fb62f44c16___JR_HL 5824.JPG",train/Soybean___healthy/c0815e93-b1c5-4496-b1c9-d242dcbb35d5___RS_HL 4979.JPG,4,0.0780695453286171,0.8266459694039443,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/9c1ddac2-44fa-4a3a-b7cb-4ab597faf089___JR_HL 4070.JPG,train/Soybean___healthy/c196bf2c-d07a-48e9-8283-a529351b1118___RS_HL 6275.JPG,4,0.11940898001194,0.7076483421225088,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/9cde7a11-a044-4ca6-b1f1-4507b867f915___JR_HL 8580.JPG",train/Soybean___healthy/c21e4288-abd0-471b-9dc0-9ab0c08d9acd___RS_HL 6932.JPG,4,0.08766822516918182,0.7206656427950804,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/228e2afd-54a4-4097-8489-916c608361a9___JR_HL 7690.JPG",train/Soybean___healthy/c27e227c-ce19-40af-8edb-d40f5f73c725___RS_HL 5424.JPG,4,0.1360923796892166,0.6941751783126615,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/06959ec3-a76b-4968-b64b-ad874b958fc7___Mary_HL 6323.JPG,train/Soybean___healthy/c6407954-3412-456c-abec-6af975921f3d___RS_HL 4964.JPG,4,0.12663766741752625,0.7709050299574725,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/dbaa5f62-187f-422b-ac84-12c6e7b12025___Mary_HL 9164.JPG,train/Soybean___healthy/c734a02e-694c-4f03-b268-2611d73cee33___RS_HL 5186.JPG,4,0.1886894553899765,0.7182598388217922,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/005f183c-0a73-4738-91f7-c0a0e02cd9e3___JR_HL 9679.JPG,train/Soybean___healthy/c87321e2-d5a4-4153-b3b9-c099cdf1db5d___RS_HL 3828.JPG,4,0.1053420901298523,0.79861801083447,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/0b4118d9-903b-4883-a8e2-d802d524e1d6___CREC_HLB 4350.JPG,train/Soybean___healthy/c8af80df-2b9d-4751-b0c2-9112d5f67944___RS_HL 6716.JPG,4,0.123940609395504,0.7543785164971173,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/b68238fa-2e01-43b2-bf8c-0e9d38848b02___RS_HL 6289.JPG,train/Soybean___healthy/c93fee6f-332c-4d0a-92c8-b0333576b038___RS_HL 5564 1.JPG,4,0.1824539303779602,0.7330748389075197,False
Apple___healthy,Soybean___healthy,train/Apple___healthy/cd18fd71-59d6-4d48-8c52-d31ff68f1fe2___RS_HL 5716.JPG,train/Soybean___healthy/ca8316a7-e0b2-4757-9d26-357e8c03c2bb___RS_HL 6388.JPG,4,0.12528637051582336,0.7395882822798074,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/05dfc382-396a-4301-b940-7d1098feba11___Mary_HL 6358.JPG,train/Soybean___healthy/cd5fbde6-c830-4cb6-a90a-761bf6520013___RS_HL 5612 1.JPG,4,0.1420738846063614,0.7529313389485822,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/f17c87e8-fd78-48a9-8501-1b6283b14c3c___JR_HL 5841.JPG",train/Soybean___healthy/d0e555d9-22c5-45f2-bbc0-0e87d6190741___RS_HL 3368.JPG,4,0.11009837687015533,0.72576423601621,False
Orange___Haunglongbing_(Citrus_greening),Soybean___healthy,train/Orange___Haunglongbing_(Citrus_greening)/e44a9387-730b-4b6b-b9ea-feca1109ab0c___CREC_HLB 5522.JPG,train/Soybean___healthy/d3b67b84-dfb8-47a8-a1ca-066269f812bb___RS_HL 7086.JPG,4,0.17324532568454742,0.7896392257357362,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/b93108ac-bbc8-4fcd-9bae-9514ec2f3127___Mary_HL 6326.JPG,train/Soybean___healthy/d41726df-07b2-4588-b384-a855ea15ed83___RS_HL 3918.JPG,4,0.09353156387805939,0.8310586703236004,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/cec3cfff-3d00-46cf-8a8e-b7438ec7901e___JR_HL 7810.JPG",train/Soybean___healthy/d6bc2d7c-4c6a-4335-a1ba-2fa6bde68a51___RS_HL 5948.JPG,4,0.12768997251987457,0.6891143613846707,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/f47373b3-ed1e-42b0-988b-b2724cc89782___JR_HL 5903.JPG",train/Soybean___healthy/d9727e36-342b-473d-bd6a-82f1eef80966___RS_HL 4783.JPG,4,0.16735003888607025,0.7682263055855747,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/f17c87e8-fd78-48a9-8501-1b6283b14c3c___JR_HL 5841.JPG",train/Soybean___healthy/d99eaa38-54e9-472f-8aab-f6dccc1a7eed___RS_HL 4996.JPG,4,0.09613346308469772,0.7591599986941285,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/75f56384-1805-4f7f-8ad8-a2871d344bff___Mary_HL 9144.JPG,train/Soybean___healthy/db399cba-aeb5-49d8-ab69-0632158a65c6___RS_HL 4180.JPG,4,0.10847035050392151,0.7638687614756956,False
Blueberry___healthy,Soybean___healthy,train/Blueberry___healthy/aa57ac16-a2f7-4439-b5f6-66ae641d4bf8___RS_HL 5309.JPG,train/Soybean___healthy/dd2c720e-a184-4d25-a72e-752869d405c7___RS_HL 4461.JPG,4,0.15504592657089233,0.8717003674610254,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/34e05c4f-6742-442e-884e-ef3191eb923b___JR_HL 4049.JPG,train/Soybean___healthy/dd2c720e-a184-4d25-a72e-752869d405c7___RS_HL 4461.JPG,4,0.12136524170637131,0.7802634076120744,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/cec3cfff-3d00-46cf-8a8e-b7438ec7901e___JR_HL 7810.JPG",train/Soybean___healthy/df6b4dc4-bf3a-44ae-96a2-0137eec1b907___RS_HL 7073.JPG,4,0.1302141398191452,0.6516173540911874,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/a0816ba7-dc4a-432a-85fc-79d2aa1b8f96___JR_HL 4047.JPG,train/Soybean___healthy/e0f9d06d-375d-4bb0-aec5-f25c2c2505b7___RS_HL 4766.JPG,4,0.11438333243131638,0.7898086524843684,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/64cb0648-5140-4812-90bf-467ea19f8957___JR_HL 5921.JPG",train/Soybean___healthy/e546a7b6-7f3d-490d-bcb5-b8026e128cb6___RS_HL 4070.JPG,4,0.1308583915233612,0.7332141859811859,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/f900ec33-0b1d-4f4e-b38f-fdd9f34a2a5e___Mary_HL 6250.JPG,train/Soybean___healthy/e7bf17d2-fff8-4ac0-aeed-6226e03d26df___RS_HL 4444.JPG,4,0.10582561790943146,0.8587394566400411,False
Blueberry___healthy,Soybean___healthy,train/Blueberry___healthy/aa57ac16-a2f7-4439-b5f6-66ae641d4bf8___RS_HL 5309.JPG,train/Soybean___healthy/e9dfdda7-6ae4-4586-a9a2-1d7414540a29___RS_HL 3704.JPG,4,0.1428108811378479,0.8652052221916672,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/34e05c4f-6742-442e-884e-ef3191eb923b___JR_HL 4049.JPG,train/Soybean___healthy/e9dfdda7-6ae4-4586-a9a2-1d7414540a29___RS_HL 3704.JPG,4,0.14828459918498993,0.7731012494633079,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/eaac4a8f-7e24-4bfd-96ce-52eb4339772e___JR_HL 7597.JPG",train/Soybean___healthy/eddf509b-db08-47ae-b836-ea3c35c0cd04___RS_HL 5523 1.JPG,4,0.13868379592895508,0.7750772048440306,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/1fdbead6-97f6-4712-8c5e-2a1285e1e777___JR_HL 8681.JPG",train/Soybean___healthy/f0dc69f7-3e5a-4d12-a86a-2f4bbf583680___RS_HL 4054.JPG,4,0.10161101073026657,0.7232333546903832,False
Cherry_(including_sour)___healthy,Soybean___healthy,train/Cherry_(including_sour)___healthy/3465ffb4-8097-454b-a471-f572fdc1da00___JR_HL 9664.JPG,train/Soybean___healthy/f7989458-20b9-4b08-8fb1-7cf4be78dafe___RS_HL 3447.JPG,4,0.07749012857675552,0.8123950937181277,False
"Pepper,_bell___healthy",Soybean___healthy,"train/Pepper,_bell___healthy/537a12f3-7157-461c-8e15-631bc74e3b3a___JR_HL 5810.JPG",train/Soybean___healthy/f84bd9bb-e705-4781-b83c-069cfd6f139c___RS_HL 5769 1.JPG,4,0.10009106248617172,0.785510914838325,False
Raspberry___healthy,Soybean___healthy,train/Raspberry___healthy/e340b2c7-6658-482f-b424-25ef4ae877a3___Mary_HL 9242.JPG,train/Soybean___healthy/f9198ceb-ffc3-4317-85ce-42ad400d3a10___RS_HL 5368.JPG,4,0.24032898247241974,0.8257558181183007,False
Potato___Late_blight,Strawberry___Leaf_scorch,train/Potato___Late_blight/e47b3a9a-24ea-460a-8a8f-4fc9814a072e___RS_LB 3314.JPG,train/Strawberry___Leaf_scorch/1f2420de-a55f-4538-934a-ed289da7a953___RS_L.Scorch 1145.JPG,4,0.15060053765773773,0.618026776344209,False
Soybean___healthy,Strawberry___Leaf_scorch,train/Soybean___healthy/7fbacd60-2993-4658-b34b-f272d1d82ac0___RS_HL 3134.JPG,train/Strawberry___Leaf_scorch/8830892d-8a46-498a-bc52-2da674bf1288___RS_L.Scorch 1038.JPG,4,0.12380557507276535,0.7690199406426406,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/5a30aa37-115d-4459-b89c-2b20bf4ec17c___RS_HL 6734.JPG,train/Tomato___Bacterial_spot/2279def6-9a9e-43cd-8f35-9111fa81ab13___GCREC_Bact.Sp 5952.JPG,4,0.19111591577529907,0.8189609702506861,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/23c541f5-e1f9-45a4-9e05-4a4ed0609b60___RS_HL 4832.JPG,train/Tomato___Bacterial_spot/26cabbbf-57e1-42a5-9fdc-e819b4b02d39___GCREC_Bact.Sp 3437.JPG,4,0.20135357975959778,0.7807379566474799,False
Orange___Haunglongbing_(Citrus_greening),Tomato___Bacterial_spot,train/Orange___Haunglongbing_(Citrus_greening)/5f0e4204-ee8a-4ee1-a1de-8d5854c4d0a3___CREC_HLB 4436.JPG,train/Tomato___Bacterial_spot/3dbc84e0-27f1-421f-8978-82881bf846fd___GCREC_Bact.Sp 3514.JPG,4,0.08104490488767624,0.7591934055991681,False
"Pepper,_bell___healthy",Tomato___Bacterial_spot,"train/Pepper,_bell___healthy/8ba4d183-e33e-4333-b839-2626bd0f450b___JR_HL 8049.JPG",train/Tomato___Bacterial_spot/4f844956-b7ab-4a05-80cf-20ac61fa91c8___GCREC_Bact.Sp 3038.JPG,4,0.12644775211811066,0.7006011857898085,False
Grape___Esca_(Black_Measles),Tomato___Bacterial_spot,train/Grape___Esca_(Black_Measles)/ab820717-e42b-490f-aa9e-a7320d3f3727___FAM_B.Msls 1335.JPG,train/Tomato___Bacterial_spot/6d0dd572-9911-4c87-8493-7dde760c19bf___GCREC_Bact.Sp 3055.JPG,4,0.15918506681919098,0.6688086991761177,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/758537b1-bc0d-4c52-b723-a0d734dc594a___RS_HL 6405.JPG,train/Tomato___Bacterial_spot/89e634fd-a7e1-4e7e-8c95-cbdcd96dd381___GCREC_Bact.Sp 3721.JPG,4,0.14411340653896332,0.77917032394158,False
Raspberry___healthy,Tomato___Bacterial_spot,train/Raspberry___healthy/599c43e6-e742-4bc6-92a1-a1ebe4fa820a___Mary_HL 9158.JPG,train/Tomato___Bacterial_spot/8dfa0112-8bb4-411d-a2f2-f97f1f39df62___GCREC_Bact.Sp 5714.JPG,4,0.10182760655879974,0.7857530411531811,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/935369be-b082-4836-ba97-81f5f8e274b9___RS_HL 4247.JPG,train/Tomato___Bacterial_spot/8dfa0112-8bb4-411d-a2f2-f97f1f39df62___GCREC_Bact.Sp 5714.JPG,4,0.1501510590314865,0.7912243041532608,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/e8efa815-c8c2-4b9d-8f5d-77a9557eff85___RS_HL 4544.JPG,train/Tomato___Bacterial_spot/97f376a8-3781-4f2f-8fec-6a8150247d1e___GCREC_Bact.Sp 3387.JPG,4,0.08454293757677078,0.8349814711452861,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/56d484b9-e5c9-4dca-b915-316910a147d3___RS_HL 6933.JPG,train/Tomato___Bacterial_spot/a9045c2f-df74-4d31-8e2f-f3ce3d6753e2___GCREC_Bact.Sp 3026.JPG,4,0.10936407744884491,0.8151748164308,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/79ca5473-afda-4b69-82fc-7b031ae75b9c___RS_HL 6878.JPG,train/Tomato___Bacterial_spot/c23fe2f1-4b93-4e4e-b55e-215b4a922e5d___GCREC_Bact.Sp 5779.JPG,4,0.18219664692878723,0.6936840009616225,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/4bc6e11c-5f1c-4046-942c-0a39a8b28838___RS_HL 5520.JPG,train/Tomato___Bacterial_spot/e4404de4-7958-4e77-a7ed-664dd0d7f2c9___GCREC_Bact.Sp 5906.JPG,4,0.24174143373966217,0.6290523868258743,False
"Pepper,_bell___healthy",Tomato___Bacterial_spot,"train/Pepper,_bell___healthy/c013ccc6-b716-4945-b256-ca39c5e9a201___JR_HL 8842.JPG",train/Tomato___Bacterial_spot/e5ebe0ed-8be8-46c8-a209-32b00ad5f65e___GCREC_Bact.Sp 6033.JPG,4,0.15050537884235382,0.6736094275883437,False
Soybean___healthy,Tomato___Bacterial_spot,train/Soybean___healthy/e3f60d6c-9ef1-4ad5-915d-7a21e540695e___RS_HL 6023.JPG,train/Tomato___Bacterial_spot/ea5451fc-7d10-4a88-8193-cbbdb1f8f748___GCREC_Bact.Sp 3785.JPG,4,0.13632501661777496,0.6872688678149134,False
