class_name,image_1,image_2,phash_distance,pixel_mae,pixel_correlation,confirmed
Soybean___healthy,train/Soybean___healthy/07186037-2aac-496e-8396-3a9967a7fdea___RS_HL 4283.JPG,train/Soybean___healthy/b6d3d2d3-1cc2-4d0e-8555-143068142478___RS_HL 4650.JPG,2,0.13897016644477844,0.8251240378208821,False
Soybean___healthy,train/Soybean___healthy/07186037-2aac-496e-8396-3a9967a7fdea___RS_HL 4283.JPG,train/Soybean___healthy/b71c6688-52cd-4b2c-b3df-3fa35c3fcbdb___RS_HL 5282.JPG,4,0.09813836961984634,0.8242032059906712,False
Soybean___healthy,train/Soybean___healthy/07186037-2aac-496e-8396-3a9967a7fdea___RS_HL 4283.JPG,train/Soybean___healthy/d4a90bc6-db0f-43e2-b3ac-7b178b6fb3ec___RS_HL 4058.JPG,4,0.07956352829933167,0.8127253283817063,False
Soybean___healthy,train/Soybean___healthy/072b7b04-b66e-44ee-b141-481916ab425e___RS_HL 7226.JPG,train/Soybean___healthy/be38b988-c458-4508-8bcf-cb394fb87de8___RS_HL 5596 1.JPG,4,0.1296972930431366,0.8656736451342993,False
Soybean___healthy,train/Soybean___healthy/077d10df-e2f6-4d89-ba8d-0b7aea3d9606___RS_HL 6957.JPG,train/Soybean___healthy/379b93ea-da9c-48c6-aca9-b285d39aad3d___RS_HL 5339.JPG,4,0.11886531114578247,0.7260576460649621,False
Soybean___healthy,train/Soybean___healthy/07aa8b8d-763d-44e6-a07b-0fcc805bef5d___RS_HL 3127.JPG,train/Soybean___healthy/97d5eac5-a52b-4918-a31d-a0e1371780f4___RS_HL 4488.JPG,4,0.11925040930509567,0.7051857405886977,False
Soybean___healthy,train/Soybean___healthy/07aa8b8d-763d-44e6-a07b-0fcc805bef5d___RS_HL 3127.JPG,train/Soybean___healthy/e9dfdda7-6ae4-4586-a9a2-1d7414540a29___RS_HL 3704.JPG,4,0.12459632754325867,0.7091123103470008,False
Soybean___healthy,train/Soybean___healthy/07aa8b8d-763d-44e6-a07b-0fcc805bef5d___RS_HL 3127.JPG,val/Soybean___healthy/a8198502-a3f1-4418-9687-a3aea6638690___RS_HL 6208.JPG,4,0.17590337991714478,0.8177243992670576,False
Soybean___healthy,train/Soybean___healthy/07d1b819-a197-4ef5-8174-0057630d4bd5___RS_HL 4747.JPG,train/Soybean___healthy/5913c19a-1c53-4db8-a4bc-47bb13053965___RS_HL 4733.JPG,4,0.10954761505126953,0.8340406246521438,False
Soybean___healthy,train/Soybean___healthy/07d1b819-a197-4ef5-8174-0057630d4bd5___RS_HL 4747.JPG,val/Soybean___healthy/95bf2338-1340-47c0-8327-458953933f89___RS_HL 7211.JPG,4,0.11535394936800003,0.7819393693018641,False
Soybean___healthy,train/Soybean___healthy/07ed2de2-1a88-4b3b-adc2-94102d5eaba5___RS_HL 4700.JPG,val/Soybean___healthy/1de56755-4034-4806-8d54-907c3076757a___RS_HL 4361.JPG,4,0.08669265359640121,0.7695043009370748,False
Soybean___healthy,train/Soybean___healthy/088221ec-3821-475c-a817-84e68fa5b5bb___RS_HL 5176.JPG,train/Soybean___healthy/efea30a2-fedf-49b6-94d3-9dc2c43c1b53___RS_HL 3024.JPG,4,0.10571327805519104,0.8081738750784695,False
Soybean___healthy,train/Soybean___healthy/08cd0e91-0723-4d28-b705-d02519f910db___RS_HL 4573.JPG,train/Soybean___healthy/8c583f4e-75d5-43d1-be0c-70d4d4c4aa06___RS_HL 4571.JPG,4,0.06393938511610031,0.8683951644456219,False
Soybean___healthy,train/Soybean___healthy/08e8d2fa-6aff-4a9d-bdcc-b3c73682ed6a___RS_HL 4672.JPG,val/Soybean___healthy/0f51e99c-4383-4ad4-a366-85b5e1be7248___RS_HL 3723.JPG,4,0.07202719151973724,0.8276309209655526,False
Soybean___healthy,train/Soybean___healthy/08f5b052-40a8-4bbb-b6c9-0a1d1c338952___RS_HL 4504.JPG,train/Soybean___healthy/2b876fda-8f73-4000-9bbb-3752922608b5___RS_HL 4512.JPG,4,0.06811711192131042,0.8598038184708924,False
Soybean___healthy,train/Soybean___healthy/094fb261-aad7-43d8-8d04-77ed9cad2c94___RS_HL 3294.JPG,train/Soybean___healthy/606a802f-0342-4889-a12f-09896ed38c7d___RS_HL 3160.JPG,4,0.07034242898225784,0.8665222486908396,False
Soybean___healthy,train/Soybean___healthy/099ab0cb-1350-48c4-8134-db73479c3401___RS_HL 3598.JPG,train/Soybean___healthy/16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,4,0.07627739757299423,0.8376716924513958,False
Soybean___healthy,train/Soybean___healthy/099ab0cb-1350-48c4-8134-db73479c3401___RS_HL 3598.JPG,train/Soybean___healthy/9e65c8f4-f861-49c5-ae78-50b134ec3670___RS_HL 5716 1.JPG,4,0.06933266669511795,0.8454336291911361,False
Soybean___healthy,train/Soybean___healthy/099ab0cb-1350-48c4-8134-db73479c3401___RS_HL 3598.JPG,val/Soybean___healthy/37aefbb7-8016-4984-95bf-3490280b3f3e___RS_HL 3914.JPG,4,0.06149662286043167,0.864953442377211,False
Soybean___healthy,train/Soybean___healthy/099ab0cb-1350-48c4-8134-db73479c3401___RS_HL 3598.JPG,val/Soybean___healthy/42f9d6af-6ef5-4c21-abfc-9aece98087e2___RS_HL 3843.JPG,4,0.06901027262210846,0.8979169321955953,False
Soybean___healthy,train/Soybean___healthy/0a2fc5a4-8365-4954-8574-3d4d55de48ba___RS_HL 4003.JPG,train/Soybean___healthy/779e834c-7c2e-4815-b8d4-55ff2889c395___RS_HL 5283.JPG,4,0.11955209821462631,0.8119630849527774,False
Soybean___healthy,train/Soybean___healthy/0a2fc5a4-8365-4954-8574-3d4d55de48ba___RS_HL 4003.JPG,val/Soybean___healthy/1ba63a9d-673b-47f1-8440-a03fa8bd2332___RS_HL 4501.JPG,4,0.08595281839370728,0.8118079389182297,False
Soybean___healthy,train/Soybean___healthy/0a4cd545-403e-4ac2-b202-1fd78c5e835d___RS_HL 5425.JPG,train/Soybean___healthy/15925314-c2fc-4e3c-a28c-1e5e878a9bec___RS_HL 3069.JPG,4,0.11365257948637009,0.8099854225542751,False
Soybean___healthy,train/Soybean___healthy/0a4cd545-403e-4ac2-b202-1fd78c5e835d___RS_HL 5425.JPG,train/Soybean___healthy/67d35061-cc49-46b7-ba59-0bf8cb621da1___RS_HL 3978.JPG,4,0.087007537484169,0.7938069979828339,False
Soybean___healthy,train/Soybean___healthy/0a802bf3-4175-415e-86f7-71f825d927e8___RS_HL 4574.JPG,train/Soybean___healthy/d176a290-f657-4ea4-850f-fea38d42d01d___RS_HL 4248.JPG,4,0.08532305061817169,0.8743708670219306,False
Soybean___healthy,train/Soybean___healthy/0a8f073a-78c9-46d9-909e-7e668f888156___RS_HL 5836.JPG,train/Soybean___healthy/dffc70ea-0343-4133-8474-f42c5215866a___RS_HL 5671.JPG,4,0.07684703171253204,0.8306240889223175,False
Soybean___healthy,train/Soybean___healthy/0ace9851-e45a-4cca-a565-bcd9e901732f___RS_HL 5573.JPG,val/Soybean___healthy/f47feb83-da09-4f5a-b2a1-82b40b244879___RS_HL 5571.JPG,4,0.07851719111204147,0.8266465861005307,False
Soybean___healthy,train/Soybean___healthy/0aebda94-897e-4356-b3d1-71daca64ffe4___RS_HL 4895.JPG,train/Soybean___healthy/ce37401f-8cb8-4eb6-b903-a9e166915ad2___RS_HL 5344.JPG,4,0.10499202460050583,0.7413253897241889,False
Soybean___healthy,train/Soybean___healthy/0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,train/Soybean___healthy/12d97081-b540-4fe8-9615-1334aebd0644___RS_HL 5355.JPG,4,0.0916948914527893,0.8437658533394063,False
Soybean___healthy,train/Soybean___healthy/0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,train/Soybean___healthy/eddf509b-db08-47ae-b836-ea3c35c0cd04___RS_HL 5523 1.JPG,4,0.0931520089507103,0.8224642109363756,False
Soybean___healthy,train/Soybean___healthy/0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,val/Soybean___healthy/664f9310-09a2-40d9-93ee-8761599128c8___RS_HL 3521.JPG,4,0.09508442133665085,0.777982851569806,False
Soybean___healthy,train/Soybean___healthy/0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,val/Soybean___healthy/d75d07a5-87dc-42ed-bb0e-93fdd4986cde___RS_HL 3611.JPG,4,0.10290245711803436,0.789709645365629,False
Soybean___healthy,train/Soybean___healthy/0b6ed97a-5668-4d9d-a40b-ed8029bc2492___RS_HL 5021.JPG,train/Soybean___healthy/ce37401f-8cb8-4eb6-b903-a9e166915ad2___RS_HL 5344.JPG,4,0.08665507286787033,0.8345608940641632,False
Soybean___healthy,train/Soybean___healthy/0c7ebfd3-94e6-4c52-aeec-6eb4b73d4372___RS_HL 6306.JPG,val/Soybean___healthy/3bc5eed9-18c5-4fd0-96a8-3a4f1378baaf___RS_HL 5986.JPG,4,0.182695209980011,0.6045000410778913,False
Soybean___healthy,train/Soybean___healthy/0ca2cd1f-bd70-49f5-9e1d-fb51958aee44___RS_HL 5014.JPG,train/Soybean___healthy/b92ff029-51a7-4a2f-8dce-708b5c7f5f95___RS_HL 5072.JPG,4,0.08632472902536392,0.7874457112478475,False
Soybean___healthy,train/Soybean___healthy/0ca2cd1f-bd70-49f5-9e1d-fb51958aee44___RS_HL 5014.JPG,train/Soybean___healthy/cec39ec4-681a-4a6f-baba-b56cf2b3b277___RS_HL 4458.JPG,4,0.08108958601951599,0.8039621377590362,False
Soybean___healthy,train/Soybean___healthy/0dc23335-5634-4644-85bc-eab21917a61f___RS_HL 5552.JPG,val/Soybean___healthy/9889ca51-72a8-430f-8341-6fe433f77885___RS_HL 5554.JPG,4,0.07102538645267487,0.8623226227499898,False
Soybean___healthy,train/Soybean___healthy/0e13f0ee-3fe9-47ae-92cb-12605c1b593b___RS_HL 4978.JPG,train/Soybean___healthy/369b2555-d3f0-45db-a85c-728de7bbd02e___RS_HL 3531.JPG,4,0.06934133172035217,0.8164422202280462,False
Soybean___healthy,train/Soybean___healthy/0e13f0ee-3fe9-47ae-92cb-12605c1b593b___RS_HL 4978.JPG,train/Soybean___healthy/d3fb1cb4-e26b-490d-bcd8-696f9626238f___RS_HL 4030.JPG,4,0.06183236092329025,0.8513766241087409,False
Soybean___healthy,train/Soybean___healthy/0e13f0ee-3fe9-47ae-92cb-12605c1b593b___RS_HL 4978.JPG,val/Soybean___healthy/49927895-f02b-467a-871f-48497291c25a___RS_HL 5422.JPG,4,0.06501906365156174,0.8909426803347299,False
Soybean___healthy,train/Soybean___healthy/0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,train/Soybean___healthy/152b6942-b876-402b-b69e-d8294bd0e264___RS_HL 5487.JPG,2,0.10746073722839355,0.8748043013953843,False
Soybean___healthy,train/Soybean___healthy/0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,train/Soybean___healthy/898a94d9-bc7c-4c66-9b33-09313b59c714___RS_HL 6906.JPG,4,0.10177341103553772,0.7949110644485491,False
Soybean___healthy,train/Soybean___healthy/0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,train/Soybean___healthy/faaf1977-8121-4b49-88f5-46b21b4e400e___RS_HL 4623.JPG,4,0.0854661762714386,0.786611998038688,False
Soybean___healthy,train/Soybean___healthy/0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,val/Soybean___healthy/c26f8f2c-6c70-4f51-88fb-49c780e667f8___RS_HL 5426.JPG,4,0.079033762216568,0.8830797237580529,False
Soybean___healthy,train/Soybean___healthy/0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,val/Soybean___healthy/daa91624-f9bc-438b-b3a4-19bbdae8470b___RS_HL 7314.JPG,4,0.10548406094312668,0.8512089030301946,False
Soybean___healthy,train/Soybean___healthy/0edc8acf-0348-406e-a409-6a578ad8c604___RS_HL 3414.JPG,train/Soybean___healthy/22fc8389-cc4f-44cf-8d9f-8287a3ece3b7___RS_HL 3133.JPG,4,0.10125669836997986,0.8081836108221603,False
Soybean___healthy,train/Soybean___healthy/0edc8acf-0348-406e-a409-6a578ad8c604___RS_HL 3414.JPG,train/Soybean___healthy/fbd3c90b-6714-4bb4-8aad-a21f681dbd10___RS_HL 3732.JPG,4,0.11835653334856033,0.7849837946829348,False
Soybean___healthy,train/Soybean___healthy/0f04ef1e-2a20-4986-9530-40707c70b708___RS_HL 7145.JPG,train/Soybean___healthy/4daea54f-0aed-4fe1-9194-74f8acc23bc1___RS_HL 5507.JPG,4,0.0930541381239891,0.8344294633094401,False
Soybean___healthy,train/Soybean___healthy/0f04ef1e-2a20-4986-9530-40707c70b708___RS_HL 7145.JPG,train/Soybean___healthy/c763b13c-dadc-42f3-a2af-fe2cc2d95597___RS_HL 3522.JPG,4,0.09455762803554535,0.7767293526141982,False
Soybean___healthy,train/Soybean___healthy/0f04ef1e-2a20-4986-9530-40707c70b708___RS_HL 7145.JPG,val/Soybean___healthy/1f437b37-c648-45f3-a5f8-323cbb5bde35___RS_HL 7166.JPG,4,0.137436181306839,0.8367293701156089,False
Soybean___healthy,train/Soybean___healthy/0fa9a9df-dfb6-4171-a0c9-1356e4a6f011___RS_HL 5455.JPG,train/Soybean___healthy/37180fad-b8c9-48e0-b1aa-2f288a5fc2c3___RS_HL 4288.JPG,4,0.08576559275388718,0.7781075029666902,False
Soybean___healthy,train/Soybean___healthy/0fa9a9df-dfb6-4171-a0c9-1356e4a6f011___RS_HL 5455.JPG,train/Soybean___healthy/a643545d-62d1-4645-8e54-2b79607d5551___RS_HL 6633.JPG,4,0.11155520379543304,0.7237193134292955,False
Soybean___healthy,train/Soybean___healthy/0fa9a9df-dfb6-4171-a0c9-1356e4a6f011___RS_HL 5455.JPG,train/Soybean___healthy/a8da3165-bbd3-4f30-a1e3-a6c2ad168188___RS_HL 4234.JPG,4,0.1351914256811142,0.8047625128761666,False
Soybean___healthy,train/Soybean___healthy/106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,train/Soybean___healthy/a7da66ee-5bb5-4227-a962-61f6bd913005___RS_HL 3771.JPG,4,0.08975638449192047,0.753301117958681,False
Soybean___healthy,train/Soybean___healthy/106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,train/Soybean___healthy/b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,4,0.12312375009059906,0.8471700223543976,False
Soybean___healthy,train/Soybean___healthy/106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,train/Soybean___healthy/ccc39144-2922-40ab-9b8c-2af9f4e9e836___RS_HL 4622.JPG,2,0.07168366014957428,0.8462686930485108,False
Soybean___healthy,train/Soybean___healthy/106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,val/Soybean___healthy/3e43261a-8265-4e65-a2dd-feda13a307fe___RS_HL 4448.JPG,4,0.07994280755519867,0.8255729076114524,False
Soybean___healthy,train/Soybean___healthy/11f78f5c-2acc-406f-a6d5-18059c551eda___RS_HL 4849.JPG,train/Soybean___healthy/80df8644-c587-46b5-804e-1351ba279383___RS_HL 6851.JPG,4,0.181729257106781,0.9073527469474805,False
Soybean___healthy,train/Soybean___healthy/11f78f5c-2acc-406f-a6d5-18059c551eda___RS_HL 4849.JPG,train/Soybean___healthy/a8ad6135-8fbe-45f5-bc74-d53b01ca258d___RS_HL 3809.JPG,4,0.13107937574386597,0.8094912955538985,False
Soybean___healthy,train/Soybean___healthy/11f78f5c-2acc-406f-a6d5-18059c551eda___RS_HL 4849.JPG,train/Soybean___healthy/fa51553a-4211-4ad7-bcef-36d2a2ebc407___RS_HL 4843.JPG,4,0.07072199136018753,0.8283046721997105,False
Soybean___healthy,train/Soybean___healthy/121015c2-b630-4112-8058-5b0d3302a560___RS_HL 6118.JPG,train/Soybean___healthy/164731da-f00b-4b39-81fe-c62d77a90862___RS_HL 6015.JPG,4,0.08615522086620331,0.7527946252625661,False
Soybean___healthy,train/Soybean___healthy/121015c2-b630-4112-8058-5b0d3302a560___RS_HL 6118.JPG,val/Soybean___healthy/d8f3a32e-fa16-4ee5-9fc9-926fcd11d727___RS_HL 6235.JPG,4,0.08745603263378143,0.7361095839311541,False
Soybean___healthy,train/Soybean___healthy/122f7a58-ba31-4ecf-99fd-2a997bc296cc___RS_HL 5837.JPG,train/Soybean___healthy/60a8ede0-6a27-4f4d-85ad-25c6f0ba5b86___RS_HL 5672.JPG,4,0.10928791761398315,0.8367211662811944,False
Soybean___healthy,train/Soybean___healthy/124c32b3-6a2e-4e8c-b16f-55d4d5773cb6___RS_HL 3288.JPG,train/Soybean___healthy/3be6d998-2505-42fe-be85-23feb7e22f3e___RS_HL 5094.JPG,4,0.11059141159057617,0.8231390340417056,False
Soybean___healthy,train/Soybean___healthy/124c32b3-6a2e-4e8c-b16f-55d4d5773cb6___RS_HL 3288.JPG,train/Soybean___healthy/7ca2e5e5-92d1-4692-a9d7-924a3791ed61___RS_HL 3452.JPG,4,0.11311544477939606,0.747183916629598,False
Soybean___healthy,train/Soybean___healthy/124c32b3-6a2e-4e8c-b16f-55d4d5773cb6___RS_HL 3288.JPG,train/Soybean___healthy/b844568d-8ed2-41fd-a3e9-f23637487a6b___RS_HL 3125.JPG,4,0.1397421956062317,0.7339100338512493,False
Soybean___healthy,train/Soybean___healthy/12afcbbb-5975-47d5-9190-9710c7c84ff0___RS_HL 4887.JPG,train/Soybean___healthy/e3b30628-2269-44c7-b2fc-43bd425a4991___RS_HL 4933.JPG,4,0.10377278178930283,0.8096308072041303,False
Soybean___healthy,train/Soybean___healthy/12bdeb55-f1c1-459e-a151-e470212afdb7___RS_HL 3400.JPG,val/Soybean___healthy/eb53cf09-386e-4837-ba77-dae9c97e494b___RS_HL 5373.JPG,4,0.09194084256887436,0.7362682245095468,False
Soybean___healthy,train/Soybean___healthy/12c697fc-26e6-48f9-bf0c-729f820e1e83___RS_HL 5530 1.JPG,val/Soybean___healthy/23c94ac7-d14c-4185-8d61-82018a3ed304___RS_HL 4616.JPG,4,0.13623352348804474,0.8736173630142635,False
Soybean___healthy,train/Soybean___healthy/12d97081-b540-4fe8-9615-1334aebd0644___RS_HL 5355.JPG,train/Soybean___healthy/90b42bc1-56aa-4f15-8d2a-daf6301832cd___RS_HL 4007.JPG,2,0.08205394446849823,0.8064227710522389,False
Soybean___healthy,train/Soybean___healthy/1310b52d-aa64-4d6c-adf6-407b14fa6ec8___RS_HL 4322.JPG,val/Soybean___healthy/c55c20a5-c529-43af-949e-cfaad2377481___RS_HL 5454.JPG,4,0.10775576531887054,0.8097970223601371,False
Soybean___healthy,train/Soybean___healthy/13aa2402-8374-4400-bc58-6aa3b5f2c3e6___RS_HL 3842.JPG,train/Soybean___healthy/b4affb22-d012-42ad-a10f-ecf03e560c9c___RS_HL 4917.JPG,4,0.10844609141349792,0.8011583143933034,False
Soybean___healthy,train/Soybean___healthy/13e4e076-e32b-418d-996a-f7f26bd28143___RS_HL 5146.JPG,train/Soybean___healthy/9517b201-9852-4456-a2af-ad45944d45cf___RS_HL 3777.JPG,4,0.1570875495672226,0.837546351646024,False
Soybean___healthy,train/Soybean___healthy/14524ad3-b360-4527-a0cd-1d07842ee919___RS_HL 6093.JPG,train/Soybean___healthy/99763ea8-2e71-403a-95c3-f3ded1292568___RS_HL 6094.JPG,4,0.05294472351670265,0.8439189210442976,False
Soybean___healthy,train/Soybean___healthy/152b6942-b876-402b-b69e-d8294bd0e264___RS_HL 5487.JPG,train/Soybean___healthy/faaf1977-8121-4b49-88f5-46b21b4e400e___RS_HL 4623.JPG,4,0.08745845407247543,0.8090958826174504,False
Soybean___healthy,train/Soybean___healthy/152b6942-b876-402b-b69e-d8294bd0e264___RS_HL 5487.JPG,val/Soybean___healthy/daa91624-f9bc-438b-b3a4-19bbdae8470b___RS_HL 7314.JPG,4,0.1709442436695099,0.7911636695263979,False
Soybean___healthy,train/Soybean___healthy/15bff5bb-17b9-44e6-a878-0c119232f27c___RS_HL 4218.JPG,train/Soybean___healthy/8960d72b-5887-4066-881c-5f69669ac381___RS_HL 3741.JPG,4,0.11464318633079529,0.7230580539059975,False
Soybean___healthy,train/Soybean___healthy/15c900a1-1261-46e8-8c5b-335cd2d92a82___RS_HL 7138.JPG,train/Soybean___healthy/23c541f5-e1f9-45a4-9e05-4a4ed0609b60___RS_HL 4832.JPG,4,0.06825980544090271,0.8345158204726811,False
Soybean___healthy,train/Soybean___healthy/15df4eb1-b310-4fc3-92d2-17eb147cfdc4___RS_HL 6356.JPG,train/Soybean___healthy/aeeb787e-97c2-403a-941d-925e553909c8___RS_HL 6358.JPG,4,0.09210991114377975,0.8777230555258771,False
Soybean___healthy,train/Soybean___healthy/15df4eb1-b310-4fc3-92d2-17eb147cfdc4___RS_HL 6356.JPG,train/Soybean___healthy/b9718434-1c01-4624-8c23-3306cd0d5758___RS_HL 6357.JPG,4,0.04709187150001526,0.8995389866569198,False
Soybean___healthy,train/Soybean___healthy/16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,train/Soybean___healthy/1f1fd324-621f-4cf4-ad27-c5796c3cc23e___RS_HL 4168.JPG,4,0.07595230638980865,0.8437040098509287,False
Soybean___healthy,train/Soybean___healthy/16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,train/Soybean___healthy/4c41b75f-b094-4de6-96ed-584bd9c49001___RS_HL 4929.JPG,4,0.10947812348604202,0.7706903145913874,False
Soybean___healthy,train/Soybean___healthy/16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,train/Soybean___healthy/b5bf6916-482e-42fa-83b7-63ec393db2c0___RS_HL 5293.JPG,4,0.12257030606269836,0.799055741839409,False
Soybean___healthy,train/Soybean___healthy/16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,val/Soybean___healthy/37aefbb7-8016-4984-95bf-3490280b3f3e___RS_HL 3914.JPG,4,0.0796143114566803,0.834997747179948,False
Soybean___healthy,train/Soybean___healthy/16d3980d-9ee6-41cd-adba-e7c3693e248a___RS_HL 4249.JPG,train/Soybean___healthy/7837a732-fb16-4459-9970-7f3c1c085d92___RS_HL 3435.JPG,4,0.09371780604124069,0.7746771976342212,False
Soybean___healthy,train/Soybean___healthy/16d43818-4404-4882-87b2-583bcf0a799d___RS_HL 4285.JPG,train/Soybean___healthy/812b9b66-077f-4fd1-892f-0f0f09084439___RS_HL 4986.JPG,4,0.07826017588376999,0.8176490801237336,False
Soybean___healthy,train/Soybean___healthy/16d43818-4404-4882-87b2-583bcf0a799d___RS_HL 4285.JPG,val/Soybean___healthy/c20faf5e-7487-4a7f-9579-767b9ade0164___RS_HL 4232.JPG,4,0.09744661301374435,0.8190812967445715,False
Soybean___healthy,train/Soybean___healthy/1770ce1e-e269-48c7-b7eb-4e19ddd0ab55___RS_HL 3411.JPG,val/Soybean___healthy/619d6cdd-002a-45d3-ac20-e81598fb8310___RS_HL 5004.JPG,4,0.10228133946657181,0.794669027631777,False
Soybean___healthy,train/Soybean___healthy/17870c9a-eb34-473c-8cde-db71bc390d45___RS_HL 5863.JPG,val/Soybean___healthy/6ba1e57b-eac5-4586-9961-990b7a2138b7___RS_HL 5865.JPG,2,0.06873581558465958,0.8513159653933512,False
Soybean___healthy,train/Soybean___healthy/187d7d82-02dc-48d2-9178-5afc2e9fa7eb___RS_HL 5947.JPG,train/Soybean___healthy/1b1cb98e-7297-463b-995b-e536aa3b699e___RS_HL 6343.JPG,4,0.08238471299409866,0.8163653993110144,False
Soybean___healthy,train/Soybean___healthy/1928a850-74bc-4e1a-a666-1a2a855f1340___RS_HL 4085.JPG,train/Soybean___healthy/23ed011c-27ac-4515-a724-eba2ea0ccff3___RS_HL 4002.JPG,4,0.09365624189376831,0.7579272357869652,False
Soybean___healthy,train/Soybean___healthy/1928a850-74bc-4e1a-a666-1a2a855f1340___RS_HL 4085.JPG,train/Soybean___healthy/f36b448a-003e-429a-86a3-ec30cbbebdec___RS_HL 2948.JPG,4,0.1031288281083107,0.72890840743927,False
Soybean___healthy,train/Soybean___healthy/193860b3-c9cd-40b9-ae1a-bd42277fca38___RS_HL 4637.JPG,train/Soybean___healthy/f33280af-bb4d-441f-9b4c-fa6162d9223d___RS_HL 4856.JPG,4,0.13110660016536713,0.8034098064258881,False
Soybean___healthy,train/Soybean___healthy/1953d8b1-88ec-4bff-87af-70e9430b19c0___RS_HL 2816.JPG,train/Soybean___healthy/3c7309dc-3589-4f00-ae51-3e340b1018c7___RS_HL 2724.JPG,4,0.087199866771698,0.7931710353775644,False
Soybean___healthy,train/Soybean___healthy/1982dfb8-1145-4039-8ec6-0df04fa95030___RS_HL 7199.JPG,train/Soybean___healthy/935369be-b082-4836-ba97-81f5f8e274b9___RS_HL 4247.JPG,4,0.10601823776960373,0.7323594906502531,False
Soybean___healthy,train/Soybean___healthy/1982dfb8-1145-4039-8ec6-0df04fa95030___RS_HL 7199.JPG,val/Soybean___healthy/c55c20a5-c529-43af-949e-cfaad2377481___RS_HL 5454.JPG,4,0.10734300315380096,0.7405770888925942,False
Soybean___healthy,train/Soybean___healthy/1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train/Soybean___healthy/421ba14a-e551-4a8f-a7b4-0decd9fd3123___RS_HL 3946.JPG,2,0.09275981783866882,0.8076830900504031,False
Soybean___healthy,train/Soybean___healthy/1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train/Soybean___healthy/62f00b7e-a4bd-4455-9bc7-663569077171___RS_HL 4363.JPG,4,0.08091100305318832,0.8587773583215543,False
Soybean___healthy,train/Soybean___healthy/1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train/Soybean___healthy/812b9b66-077f-4fd1-892f-0f0f09084439___RS_HL 4986.JPG,4,0.07448228448629379,0.8125012016476784,False
Soybean___healthy,train/Soybean___healthy/1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train/Soybean___healthy/8709eeaf-2d9f-413b-a40f-ca5ed88e2b74___RS_HL 4997.JPG,4,0.09242578595876694,0.7280847867855225,False
Soybean___healthy,train/Soybean___healthy/1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train/Soybean___healthy/964186af-88bb-4eba-b88b-eb961fc04786___RS_HL 5345.JPG,4,0.10803447663784027,0.8255610900000424,False
Soybean___healthy,train/Soybean___healthy/1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,val/Soybean___healthy/a28857ad-12e4-4ff7-8041-b00dba31dc57___RS_HL 5584 1.JPG,4,0.10608263313770294,0.7598458005317501,False
Soybean___healthy,train/Soybean___healthy/19a0c6fd-4beb-4000-ace1-b1f17cf61c24___RS_HL 6438.JPG,train/Soybean___healthy/af761713-9092-46a3-8335-0b6dcf49b8b1___RS_HL 6455.JPG,4,0.1096772626042366,0.7636707984090799,False
Soybean___healthy,train/Soybean___healthy/19de8dd0-f636-4608-9c08-a6b82f7d2924___RS_HL 4164.JPG,train/Soybean___healthy/7e33a8b6-8b84-40b9-b84d-70eabb365685___RS_HL 5638 1.JPG,4,0.1163119301199913,0.759612470949661,False
Soybean___healthy,train/Soybean___healthy/1a8ac70a-9677-40cb-a59c-cebfa116bb9a___RS_HL 6725.JPG,train/Soybean___healthy/228550a8-b0bd-412b-800a-7ec9a742d2a8___RS_HL 6727.JPG,4,0.08476874232292175,0.8977270520268837,False
