class_name,image_1,image_2,phash_distance
Soybean___healthy,train\Soybean___healthy\0ace9851-e45a-4cca-a565-bcd9e901732f___RS_HL 5573.JPG,val\Soybean___healthy\f47feb83-da09-4f5a-b2a1-82b40b244879___RS_HL 5571.JPG,4
Soybean___healthy,train\Soybean___healthy\0aebda94-897e-4356-b3d1-71daca64ffe4___RS_HL 4895.JPG,train\Soybean___healthy\ce37401f-8cb8-4eb6-b903-a9e166915ad2___RS_HL 5344.JPG,4
Soybean___healthy,train\Soybean___healthy\0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,train\Soybean___healthy\12d97081-b540-4fe8-9615-1334aebd0644___RS_HL 5355.JPG,4
Soybean___healthy,train\Soybean___healthy\0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,train\Soybean___healthy\eddf509b-db08-47ae-b836-ea3c35c0cd04___RS_HL 5523 1.JPG,4
Soybean___healthy,train\Soybean___healthy\0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,val\Soybean___healthy\664f9310-09a2-40d9-93ee-8761599128c8___RS_HL 3521.JPG,4
Soybean___healthy,train\Soybean___healthy\0b3e4ee1-8f07-45d3-a0ab-fab31c8a4084___RS_HL 5032.JPG,val\Soybean___healthy\d75d07a5-87dc-42ed-bb0e-93fdd4986cde___RS_HL 3611.JPG,4
Soybean___healthy,train\Soybean___healthy\0b6ed97a-5668-4d9d-a40b-ed8029bc2492___RS_HL 5021.JPG,train\Soybean___healthy\ce37401f-8cb8-4eb6-b903-a9e166915ad2___RS_HL 5344.JPG,4
Soybean___healthy,train\Soybean___healthy\0c7ebfd3-94e6-4c52-aeec-6eb4b73d4372___RS_HL 6306.JPG,val\Soybean___healthy\3bc5eed9-18c5-4fd0-96a8-3a4f1378baaf___RS_HL 5986.JPG,4
Soybean___healthy,train\Soybean___healthy\0ca2cd1f-bd70-49f5-9e1d-fb51958aee44___RS_HL 5014.JPG,train\Soybean___healthy\b92ff029-51a7-4a2f-8dce-708b5c7f5f95___RS_HL 5072.JPG,4
Soybean___healthy,train\Soybean___healthy\0ca2cd1f-bd70-49f5-9e1d-fb51958aee44___RS_HL 5014.JPG,train\Soybean___healthy\cec39ec4-681a-4a6f-baba-b56cf2b3b277___RS_HL 4458.JPG,4
Soybean___healthy,train\Soybean___healthy\0dc23335-5634-4644-85bc-eab21917a61f___RS_HL 5552.JPG,val\Soybean___healthy\9889ca51-72a8-430f-8341-6fe433f77885___RS_HL 5554.JPG,4
Soybean___healthy,train\Soybean___healthy\0e13f0ee-3fe9-47ae-92cb-12605c1b593b___RS_HL 4978.JPG,train\Soybean___healthy\369b2555-d3f0-45db-a85c-728de7bbd02e___RS_HL 3531.JPG,4
Soybean___healthy,train\Soybean___healthy\0e13f0ee-3fe9-47ae-92cb-12605c1b593b___RS_HL 4978.JPG,train\Soybean___healthy\d3fb1cb4-e26b-490d-bcd8-696f9626238f___RS_HL 4030.JPG,4
Soybean___healthy,train\Soybean___healthy\0e13f0ee-3fe9-47ae-92cb-12605c1b593b___RS_HL 4978.JPG,val\Soybean___healthy\49927895-f02b-467a-871f-48497291c25a___RS_HL 5422.JPG,4
Soybean___healthy,train\Soybean___healthy\0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,train\Soybean___healthy\152b6942-b876-402b-b69e-d8294bd0e264___RS_HL 5487.JPG,2
Soybean___healthy,train\Soybean___healthy\0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,train\Soybean___healthy\898a94d9-bc7c-4c66-9b33-09313b59c714___RS_HL 6906.JPG,4
Soybean___healthy,train\Soybean___healthy\0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,train\Soybean___healthy\faaf1977-8121-4b49-88f5-46b21b4e400e___RS_HL 4623.JPG,4
Soybean___healthy,train\Soybean___healthy\0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,val\Soybean___healthy\c26f8f2c-6c70-4f51-88fb-49c780e667f8___RS_HL 5426.JPG,4
Soybean___healthy,train\Soybean___healthy\0e4e98ca-4127-4370-ab27-1f20adb02754___RS_HL 5232.JPG,val\Soybean___healthy\daa91624-f9bc-438b-b3a4-19bbdae8470b___RS_HL 7314.JPG,4
Soybean___healthy,train\Soybean___healthy\0edc8acf-0348-406e-a409-6a578ad8c604___RS_HL 3414.JPG,train\Soybean___healthy\22fc8389-cc4f-44cf-8d9f-8287a3ece3b7___RS_HL 3133.JPG,4
Soybean___healthy,train\Soybean___healthy\0edc8acf-0348-406e-a409-6a578ad8c604___RS_HL 3414.JPG,train\Soybean___healthy\fbd3c90b-6714-4bb4-8aad-a21f681dbd10___RS_HL 3732.JPG,4
Soybean___healthy,train\Soybean___healthy\0f04ef1e-2a20-4986-9530-40707c70b708___RS_HL 7145.JPG,train\Soybean___healthy\4daea54f-0aed-4fe1-9194-74f8acc23bc1___RS_HL 5507.JPG,4
Soybean___healthy,train\Soybean___healthy\0f04ef1e-2a20-4986-9530-40707c70b708___RS_HL 7145.JPG,train\Soybean___healthy\c763b13c-dadc-42f3-a2af-fe2cc2d95597___RS_HL 3522.JPG,4
Soybean___healthy,train\Soybean___healthy\0f04ef1e-2a20-4986-9530-40707c70b708___RS_HL 7145.JPG,val\Soybean___healthy\1f437b37-c648-45f3-a5f8-323cbb5bde35___RS_HL 7166.JPG,4
Soybean___healthy,train\Soybean___healthy\0fa9a9df-dfb6-4171-a0c9-1356e4a6f011___RS_HL 5455.JPG,train\Soybean___healthy\37180fad-b8c9-48e0-b1aa-2f288a5fc2c3___RS_HL 4288.JPG,4
Soybean___healthy,train\Soybean___healthy\0fa9a9df-dfb6-4171-a0c9-1356e4a6f011___RS_HL 5455.JPG,train\Soybean___healthy\a643545d-62d1-4645-8e54-2b79607d5551___RS_HL 6633.JPG,4
Soybean___healthy,train\Soybean___healthy\0fa9a9df-dfb6-4171-a0c9-1356e4a6f011___RS_HL 5455.JPG,train\Soybean___healthy\a8da3165-bbd3-4f30-a1e3-a6c2ad168188___RS_HL 4234.JPG,4
Soybean___healthy,train\Soybean___healthy\106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,train\Soybean___healthy\a7da66ee-5bb5-4227-a962-61f6bd913005___RS_HL 3771.JPG,4
Soybean___healthy,train\Soybean___healthy\106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,4
Soybean___healthy,train\Soybean___healthy\106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,train\Soybean___healthy\ccc39144-2922-40ab-9b8c-2af9f4e9e836___RS_HL 4622.JPG,2
Soybean___healthy,train\Soybean___healthy\106959ce-ef15-4725-ad2f-d4bb93d4858e___RS_HL 3552.JPG,val\Soybean___healthy\3e43261a-8265-4e65-a2dd-feda13a307fe___RS_HL 4448.JPG,4
Soybean___healthy,train\Soybean___healthy\11f78f5c-2acc-406f-a6d5-18059c551eda___RS_HL 4849.JPG,train\Soybean___healthy\80df8644-c587-46b5-804e-1351ba279383___RS_HL 6851.JPG,4
Soybean___healthy,train\Soybean___healthy\11f78f5c-2acc-406f-a6d5-18059c551eda___RS_HL 4849.JPG,train\Soybean___healthy\a8ad6135-8fbe-45f5-bc74-d53b01ca258d___RS_HL 3809.JPG,4
Soybean___healthy,train\Soybean___healthy\11f78f5c-2acc-406f-a6d5-18059c551eda___RS_HL 4849.JPG,train\Soybean___healthy\fa51553a-4211-4ad7-bcef-36d2a2ebc407___RS_HL 4843.JPG,4
Soybean___healthy,train\Soybean___healthy\121015c2-b630-4112-8058-5b0d3302a560___RS_HL 6118.JPG,train\Soybean___healthy\164731da-f00b-4b39-81fe-c62d77a90862___RS_HL 6015.JPG,4
Soybean___healthy,train\Soybean___healthy\121015c2-b630-4112-8058-5b0d3302a560___RS_HL 6118.JPG,val\Soybean___healthy\d8f3a32e-fa16-4ee5-9fc9-926fcd11d727___RS_HL 6235.JPG,4
Soybean___healthy,train\Soybean___healthy\122f7a58-ba31-4ecf-99fd-2a997bc296cc___RS_HL 5837.JPG,train\Soybean___healthy\60a8ede0-6a27-4f4d-85ad-25c6f0ba5b86___RS_HL 5672.JPG,4
Soybean___healthy,train\Soybean___healthy\124c32b3-6a2e-4e8c-b16f-55d4d5773cb6___RS_HL 3288.JPG,train\Soybean___healthy\3be6d998-2505-42fe-be85-23feb7e22f3e___RS_HL 5094.JPG,4
Soybean___healthy,train\Soybean___healthy\124c32b3-6a2e-4e8c-b16f-55d4d5773cb6___RS_HL 3288.JPG,train\Soybean___healthy\7ca2e5e5-92d1-4692-a9d7-924a3791ed61___RS_HL 3452.JPG,4
Soybean___healthy,train\Soybean___healthy\124c32b3-6a2e-4e8c-b16f-55d4d5773cb6___RS_HL 3288.JPG,train\Soybean___healthy\b844568d-8ed2-41fd-a3e9-f23637487a6b___RS_HL 3125.JPG,4
Soybean___healthy,train\Soybean___healthy\12afcbbb-5975-47d5-9190-9710c7c84ff0___RS_HL 4887.JPG,train\Soybean___healthy\e3b30628-2269-44c7-b2fc-43bd425a4991___RS_HL 4933.JPG,4
Soybean___healthy,train\Soybean___healthy\12bdeb55-f1c1-459e-a151-e470212afdb7___RS_HL 3400.JPG,val\Soybean___healthy\eb53cf09-386e-4837-ba77-dae9c97e494b___RS_HL 5373.JPG,4
Soybean___healthy,train\Soybean___healthy\12c697fc-26e6-48f9-bf0c-729f820e1e83___RS_HL 5530 1.JPG,val\Soybean___healthy\23c94ac7-d14c-4185-8d61-82018a3ed304___RS_HL 4616.JPG,4
Soybean___healthy,train\Soybean___healthy\12d97081-b540-4fe8-9615-1334aebd0644___RS_HL 5355.JPG,train\Soybean___healthy\90b42bc1-56aa-4f15-8d2a-daf6301832cd___RS_HL 4007.JPG,2
Soybean___healthy,train\Soybean___healthy\1310b52d-aa64-4d6c-adf6-407b14fa6ec8___RS_HL 4322.JPG,val\Soybean___healthy\c55c20a5-c529-43af-949e-cfaad2377481___RS_HL 5454.JPG,4
Soybean___healthy,train\Soybean___healthy\13aa2402-8374-4400-bc58-6aa3b5f2c3e6___RS_HL 3842.JPG,train\Soybean___healthy\b4affb22-d012-42ad-a10f-ecf03e560c9c___RS_HL 4917.JPG,4
Soybean___healthy,train\Soybean___healthy\13e4e076-e32b-418d-996a-f7f26bd28143___RS_HL 5146.JPG,train\Soybean___healthy\9517b201-9852-4456-a2af-ad45944d45cf___RS_HL 3777.JPG,4
Soybean___healthy,train\Soybean___healthy\14524ad3-b360-4527-a0cd-1d07842ee919___RS_HL 6093.JPG,train\Soybean___healthy\99763ea8-2e71-403a-95c3-f3ded1292568___RS_HL 6094.JPG,4
Soybean___healthy,train\Soybean___healthy\152b6942-b876-402b-b69e-d8294bd0e264___RS_HL 5487.JPG,train\Soybean___healthy\faaf1977-8121-4b49-88f5-46b21b4e400e___RS_HL 4623.JPG,4
Soybean___healthy,train\Soybean___healthy\152b6942-b876-402b-b69e-d8294bd0e264___RS_HL 5487.JPG,val\Soybean___healthy\daa91624-f9bc-438b-b3a4-19bbdae8470b___RS_HL 7314.JPG,4
Soybean___healthy,train\Soybean___healthy\15bff5bb-17b9-44e6-a878-0c119232f27c___RS_HL 4218.JPG,train\Soybean___healthy\8960d72b-5887-4066-881c-5f69669ac381___RS_HL 3741.JPG,4
Soybean___healthy,train\Soybean___healthy\15c900a1-1261-46e8-8c5b-335cd2d92a82___RS_HL 7138.JPG,train\Soybean___healthy\23c541f5-e1f9-45a4-9e05-4a4ed0609b60___RS_HL 4832.JPG,4
Soybean___healthy,train\Soybean___healthy\15df4eb1-b310-4fc3-92d2-17eb147cfdc4___RS_HL 6356.JPG,train\Soybean___healthy\aeeb787e-97c2-403a-941d-925e553909c8___RS_HL 6358.JPG,4
Soybean___healthy,train\Soybean___healthy\15df4eb1-b310-4fc3-92d2-17eb147cfdc4___RS_HL 6356.JPG,train\Soybean___healthy\b9718434-1c01-4624-8c23-3306cd0d5758___RS_HL 6357.JPG,4
Soybean___healthy,train\Soybean___healthy\16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,train\Soybean___healthy\1f1fd324-621f-4cf4-ad27-c5796c3cc23e___RS_HL 4168.JPG,4
Soybean___healthy,train\Soybean___healthy\16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,train\Soybean___healthy\4c41b75f-b094-4de6-96ed-584bd9c49001___RS_HL 4929.JPG,4
Soybean___healthy,train\Soybean___healthy\16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,train\Soybean___healthy\b5bf6916-482e-42fa-83b7-63ec393db2c0___RS_HL 5293.JPG,4
Soybean___healthy,train\Soybean___healthy\16248d15-e455-46ac-8924-4905312549dd___RS_HL 4244.JPG,val\Soybean___healthy\37aefbb7-8016-4984-95bf-3490280b3f3e___RS_HL 3914.JPG,4
Soybean___healthy,train\Soybean___healthy\16d3980d-9ee6-41cd-adba-e7c3693e248a___RS_HL 4249.JPG,train\Soybean___healthy\7837a732-fb16-4459-9970-7f3c1c085d92___RS_HL 3435.JPG,4
Soybean___healthy,train\Soybean___healthy\16d43818-4404-4882-87b2-583bcf0a799d___RS_HL 4285.JPG,train\Soybean___healthy\812b9b66-077f-4fd1-892f-0f0f09084439___RS_HL 4986.JPG,4
Soybean___healthy,train\Soybean___healthy\16d43818-4404-4882-87b2-583bcf0a799d___RS_HL 4285.JPG,val\Soybean___healthy\c20faf5e-7487-4a7f-9579-767b9ade0164___RS_HL 4232.JPG,4
Soybean___healthy,train\Soybean___healthy\1770ce1e-e269-48c7-b7eb-4e19ddd0ab55___RS_HL 3411.JPG,val\Soybean___healthy\619d6cdd-002a-45d3-ac20-e81598fb8310___RS_HL 5004.JPG,4
Soybean___healthy,train\Soybean___healthy\17870c9a-eb34-473c-8cde-db71bc390d45___RS_HL 5863.JPG,val\Soybean___healthy\6ba1e57b-eac5-4586-9961-990b7a2138b7___RS_HL 5865.JPG,2
Soybean___healthy,train\Soybean___healthy\187d7d82-02dc-48d2-9178-5afc2e9fa7eb___RS_HL 5947.JPG,train\Soybean___healthy\1b1cb98e-7297-463b-995b-e536aa3b699e___RS_HL 6343.JPG,4
Soybean___healthy,train\Soybean___healthy\1928a850-74bc-4e1a-a666-1a2a855f1340___RS_HL 4085.JPG,train\Soybean___healthy\23ed011c-27ac-4515-a724-eba2ea0ccff3___RS_HL 4002.JPG,4
Soybean___healthy,train\Soybean___healthy\1928a850-74bc-4e1a-a666-1a2a855f1340___RS_HL 4085.JPG,train\Soybean___healthy\f36b448a-003e-429a-86a3-ec30cbbebdec___RS_HL 2948.JPG,4
Soybean___healthy,train\Soybean___healthy\193860b3-c9cd-40b9-ae1a-bd42277fca38___RS_HL 4637.JPG,train\Soybean___healthy\f33280af-bb4d-441f-9b4c-fa6162d9223d___RS_HL 4856.JPG,4
Soybean___healthy,train\Soybean___healthy\1953d8b1-88ec-4bff-87af-70e9430b19c0___RS_HL 2816.JPG,train\Soybean___healthy\3c7309dc-3589-4f00-ae51-3e340b1018c7___RS_HL 2724.JPG,4
Soybean___healthy,train\Soybean___healthy\1982dfb8-1145-4039-8ec6-0df04fa95030___RS_HL 7199.JPG,train\Soybean___healthy\935369be-b082-4836-ba97-81f5f8e274b9___RS_HL 4247.JPG,4
Soybean___healthy,train\Soybean___healthy\1982dfb8-1145-4039-8ec6-0df04fa95030___RS_HL 7199.JPG,val\Soybean___healthy\c55c20a5-c529-43af-949e-cfaad2377481___RS_HL 5454.JPG,4
Soybean___healthy,train\Soybean___healthy\1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train\Soybean___healthy\421ba14a-e551-4a8f-a7b4-0decd9fd3123___RS_HL 3946.JPG,2
Soybean___healthy,train\Soybean___healthy\1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train\Soybean___healthy\62f00b7e-a4bd-4455-9bc7-663569077171___RS_HL 4363.JPG,4
Soybean___healthy,train\Soybean___healthy\1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train\Soybean___healthy\812b9b66-077f-4fd1-892f-0f0f09084439___RS_HL 4986.JPG,4
Soybean___healthy,train\Soybean___healthy\1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train\Soybean___healthy\8709eeaf-2d9f-413b-a40f-ca5ed88e2b74___RS_HL 4997.JPG,4
Soybean___healthy,train\Soybean___healthy\1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,train\Soybean___healthy\964186af-88bb-4eba-b88b-eb961fc04786___RS_HL 5345.JPG,4
Soybean___healthy,train\Soybean___healthy\1988b49c-e5f9-4239-abc6-3e9f6cbd8edb___RS_HL 5449.JPG,val\Soybean___healthy\a28857ad-12e4-4ff7-8041-b00dba31dc57___RS_HL 5584 1.JPG,4
Soybean___healthy,train\Soybean___healthy\19a0c6fd-4beb-4000-ace1-b1f17cf61c24___RS_HL 6438.JPG,train\Soybean___healthy\af761713-9092-46a3-8335-0b6dcf49b8b1___RS_HL 6455.JPG,4
Soybean___healthy,train\Soybean___healthy\19de8dd0-f636-4608-9c08-a6b82f7d2924___RS_HL 4164.JPG,train\Soybean___healthy\7e33a8b6-8b84-40b9-b84d-70eabb365685___RS_HL 5638 1.JPG,4
Soybean___healthy,train\Soybean___healthy\1a8ac70a-9677-40cb-a59c-cebfa116bb9a___RS_HL 6725.JPG,train\Soybean___healthy\228550a8-b0bd-412b-800a-7ec9a742d2a8___RS_HL 6727.JPG,4
Soybean___healthy,train\Soybean___healthy\1ac05df6-a101-40df-a0c2-3bac86c3d481___RS_HL 3822.JPG,train\Soybean___healthy\56778478-41a1-41d3-8fff-828c5055b0dd___RS_HL 5680 1.JPG,4
Soybean___healthy,train\Soybean___healthy\1b1cb98e-7297-463b-995b-e536aa3b699e___RS_HL 6343.JPG,train\Soybean___healthy\1f92c336-18b4-491f-8783-0fdda544518b___RS_HL 6408.JPG,4
Soybean___healthy,train\Soybean___healthy\1b2217a6-a79b-4c52-b737-392905939db1___RS_HL 5026.JPG,train\Soybean___healthy\4eedf17a-f0c8-4926-a1bb-1811331c39ac___RS_HL 5488.JPG,4
Soybean___healthy,train\Soybean___healthy\1b2217a6-a79b-4c52-b737-392905939db1___RS_HL 5026.JPG,val\Soybean___healthy\4864b136-e301-4592-8554-810ca2aebb1c___RS_HL 4826.JPG,4
Soybean___healthy,train\Soybean___healthy\1b951855-b456-4f7c-b0b1-cf663d047929___RS_HL 5482.JPG,train\Soybean___healthy\eddf509b-db08-47ae-b836-ea3c35c0cd04___RS_HL 5523 1.JPG,4
Soybean___healthy,train\Soybean___healthy\1b951855-b456-4f7c-b0b1-cf663d047929___RS_HL 5482.JPG,val\Soybean___healthy\68947ab4-60ac-4261-b1c9-42644c8a78d5___RS_HL 4193.JPG,4
Soybean___healthy,train\Soybean___healthy\1b9ba38d-fb00-4955-a67e-c51abfaad351___RS_HL 7046.JPG,train\Soybean___healthy\fefe0107-8a85-4995-96d2-2491798ae472___RS_HL 7058.JPG,4
Soybean___healthy,train\Soybean___healthy\1bdfced3-dac6-420b-91e2-957f3333b69f___RS_HL 5561 1.JPG,train\Soybean___healthy\90079800-1e58-4ffa-9dc3-10062656fd53___RS_HL 5569 1.JPG,4
Soybean___healthy,train\Soybean___healthy\1cd0339b-fc9c-401d-98a0-90bc4fe4f036___RS_HL 4009.JPG,train\Soybean___healthy\369b2555-d3f0-45db-a85c-728de7bbd02e___RS_HL 3531.JPG,4
Soybean___healthy,train\Soybean___healthy\1cd0339b-fc9c-401d-98a0-90bc4fe4f036___RS_HL 4009.JPG,train\Soybean___healthy\90b42bc1-56aa-4f15-8d2a-daf6301832cd___RS_HL 4007.JPG,4
Soybean___healthy,train\Soybean___healthy\1cd0339b-fc9c-401d-98a0-90bc4fe4f036___RS_HL 4009.JPG,train\Soybean___healthy\9e65c8f4-f861-49c5-ae78-50b134ec3670___RS_HL 5716 1.JPG,4
Soybean___healthy,train\Soybean___healthy\1d1d56bc-6645-493f-a6bb-4904aadc3c25___RS_HL 3292.JPG,train\Soybean___healthy\8e7209a0-c837-4b22-9e6a-fa46bc925bec___RS_HL 5730 1.JPG,4
Soybean___healthy,train\Soybean___healthy\1d1d56bc-6645-493f-a6bb-4904aadc3c25___RS_HL 3292.JPG,train\Soybean___healthy\f64a17dd-cbc4-49ae-8141-4ad559e9eb1d___RS_HL 2845.JPG,4
Soybean___healthy,train\Soybean___healthy\1d1d56bc-6645-493f-a6bb-4904aadc3c25___RS_HL 3292.JPG,train\Soybean___healthy\f954a450-269f-4774-9a52-0224b1976ef4___RS_HL 3138.JPG,4
Soybean___healthy,train\Soybean___healthy\1d498862-7123-485e-aa6e-392f08232f6d___RS_HL 6738.JPG,train\Soybean___healthy\428a4250-68c8-4a4d-92f1-927cbb85410b___RS_HL 5945.JPG,4
Soybean___healthy,train\Soybean___healthy\1d498862-7123-485e-aa6e-392f08232f6d___RS_HL 6738.JPG,val\Soybean___healthy\3bc5eed9-18c5-4fd0-96a8-3a4f1378baaf___RS_HL 5986.JPG,4
Soybean___healthy,train\Soybean___healthy\1d8e06d6-b1fd-481e-82c3-bf3762657779___RS_HL 6999.JPG,train\Soybean___healthy\be62b941-0c95-4e51-878c-80f9edeb2f27___RS_HL 6550.JPG,4
Soybean___healthy,train\Soybean___healthy\1d8e06d6-b1fd-481e-82c3-bf3762657779___RS_HL 6999.JPG,val\Soybean___healthy\4037ecb4-ca1e-43d8-814a-3e2989e68ecc___RS_HL 6887.JPG,4
Soybean___healthy,train\Soybean___healthy\1dea8556-5d2e-4b24-a07d-83c5afae81a8___RS_HL 5464.JPG,train\Soybean___healthy\39b3a662-848a-4bc2-93c6-260b49eccd40___RS_HL 7383.JPG,4
Soybean___healthy,train\Soybean___healthy\1dea8556-5d2e-4b24-a07d-83c5afae81a8___RS_HL 5464.JPG,val\Soybean___healthy\a382f65c-bc40-4723-a553-b5d9c424d268___RS_HL 5276.JPG,4
Soybean___healthy,train\Soybean___healthy\1e17cff8-5ea6-43bb-846b-1ddf4300555b___RS_HL 5516.JPG,val\Soybean___healthy\0275c314-9a57-4ea9-8405-029c55d0df7c___RS_HL 3820.JPG,4
Soybean___healthy,train\Soybean___healthy\1e199749-f5f7-42b4-8ef3-ae4a46e7c911___RS_HL 7107.JPG,train\Soybean___healthy\2f9d50a3-3120-4c2f-8087-1963229d6a84___RS_HL 7105.JPG,4
Soybean___healthy,train\Soybean___healthy\1e199749-f5f7-42b4-8ef3-ae4a46e7c911___RS_HL 7107.JPG,train\Soybean___healthy\606f9fd1-c44f-4fc8-84e0-d7c09552b411___RS_HL 6792.JPG,2
Soybean___healthy,train\Soybean___healthy\1e393e44-a23d-4af0-9c42-7a62a5cc985f___RS_HL 6302.JPG,val\Soybean___healthy\e7d36e15-55ac-4557-b983-d911b18ccf57___RS_HL 6277.JPG,4
Soybean___healthy,train\Soybean___healthy\1ea1c1e2-fd7b-4fb5-9783-75eb882413a4___RS_HL 3389.JPG,train\Soybean___healthy\23770740-36a5-4fcf-8a43-4cf9699a7205___RS_HL 6602.JPG,4
Soybean___healthy,train\Soybean___healthy\1ea1c1e2-fd7b-4fb5-9783-75eb882413a4___RS_HL 3389.JPG,train\Soybean___healthy\56850055-0190-47e7-a680-df012d9d1828___RS_HL 5570 1.JPG,4
Soybean___healthy,train\Soybean___healthy\1ea1c1e2-fd7b-4fb5-9783-75eb882413a4___RS_HL 3389.JPG,train\Soybean___healthy\b23bc2ab-d7f6-47dc-a0d4-03beaa7cb1a7___RS_HL 4226.JPG,4
Soybean___healthy,train\Soybean___healthy\1ea1c1e2-fd7b-4fb5-9783-75eb882413a4___RS_HL 3389.JPG,train\Soybean___healthy\e827fd08-9df7-43a3-bf10-f2011f0c834a___RS_HL 4740.JPG,4
Soybean___healthy,train\Soybean___healthy\1ea1c1e2-fd7b-4fb5-9783-75eb882413a4___RS_HL 3389.JPG,train\Soybean___healthy\eb6d0eee-eea7-45ea-9855-1282cdd263e3___RS_HL 3819.JPG,4
Soybean___healthy,train\Soybean___healthy\1edd94a0-0f9d-4bdb-b083-78dfc250a54f___RS_HL 4630.JPG,train\Soybean___healthy\44e0444a-430e-4f81-8455-eb3bda08356e___RS_HL 4665.JPG,4
Soybean___healthy,train\Soybean___healthy\1ef4622e-0090-4db1-970c-9ed148496d90___RS_HL 3333.JPG,train\Soybean___healthy\f0ff50ed-8dd1-4b17-903c-9d7840b054cb___RS_HL 3490.JPG,4
Soybean___healthy,train\Soybean___healthy\1f1fd324-621f-4cf4-ad27-c5796c3cc23e___RS_HL 4168.JPG,train\Soybean___healthy\b5bf6916-482e-42fa-83b7-63ec393db2c0___RS_HL 5293.JPG,2
Soybean___healthy,train\Soybean___healthy\1f1fd324-621f-4cf4-ad27-c5796c3cc23e___RS_HL 4168.JPG,val\Soybean___healthy\42f9d6af-6ef5-4c21-abfc-9aece98087e2___RS_HL 3843.JPG,4
Soybean___healthy,train\Soybean___healthy\1f2ebab4-829f-451d-b087-a4e01bd56822___RS_HL 5238.JPG,train\Soybean___healthy\3cb41f89-4e40-4fbd-9715-ce1bf3b1795b___RS_HL 4721.JPG,4
Soybean___healthy,train\Soybean___healthy\1f3b733b-d794-4a39-8efb-e89fc1395598___RS_HL 3363.JPG,train\Soybean___healthy\710747b3-8e3c-47c8-b3ce-056ab63959d6___RS_HL 3150.JPG,4
Soybean___healthy,train\Soybean___healthy\1f3b733b-d794-4a39-8efb-e89fc1395598___RS_HL 3363.JPG,train\Soybean___healthy\b8288d31-a161-496e-b290-abe1a332bb58___RS_HL 3750.JPG,4
Soybean___healthy,train\Soybean___healthy\1f770cd9-0e55-48e7-93e5-a93144b85f1e___RS_HL 3663.JPG,train\Soybean___healthy\5e0b340d-640b-4739-8bb9-0616a26449fb___RS_HL 7072.JPG,4
Soybean___healthy,train\Soybean___healthy\1f770cd9-0e55-48e7-93e5-a93144b85f1e___RS_HL 3663.JPG,train\Soybean___healthy\69e7c833-37a8-4813-bd84-523f7d0fd9dd___RS_HL 3645.JPG,4
Soybean___healthy,train\Soybean___healthy\1f770cd9-0e55-48e7-93e5-a93144b85f1e___RS_HL 3663.JPG,train\Soybean___healthy\c734a02e-694c-4f03-b268-2611d73cee33___RS_HL 5186.JPG,4
Soybean___healthy,train\Soybean___healthy\1f770cd9-0e55-48e7-93e5-a93144b85f1e___RS_HL 3663.JPG,val\Soybean___healthy\c55c20a5-c529-43af-949e-cfaad2377481___RS_HL 5454.JPG,2
Soybean___healthy,train\Soybean___healthy\1f92c336-18b4-491f-8783-0fdda544518b___RS_HL 6408.JPG,train\Soybean___healthy\b1a2b2cc-1f8b-4700-a1a2-348f03f59482___RS_HL 6488.JPG,4
Soybean___healthy,train\Soybean___healthy\1fd3c85c-d83a-4fba-9211-60092d6f6004___RS_HL 5654 1.JPG,train\Soybean___healthy\b844568d-8ed2-41fd-a3e9-f23637487a6b___RS_HL 3125.JPG,4
Soybean___healthy,train\Soybean___healthy\206b64a5-d47f-4ef9-ac4e-b9bf8932c075___RS_HL 5098.JPG,train\Soybean___healthy\aec2578c-c81d-4ece-b2f5-293581a1c9da___RS_HL 3722.JPG,2
Soybean___healthy,train\Soybean___healthy\20e8780c-1dac-426b-aa9d-e2e4621ef7a4___RS_HL 6081.JPG,train\Soybean___healthy\8246ed25-470a-444a-baf8-31965822556b___RS_HL 5653.JPG,4
